"price","repair","house_age","dist_to_subway","subway_dist_to_center","agent_offers","subway_offers","rooms","footage","floor","max_floor","first_floor","last_floor","AO","hm"
"7.8",2,45,"0.453","17.314",1,2,1,"39.0",1,12,1,0,"UAO","panel"
"8.49",2,48,"0.751","17.314",4,12,1,"33.0",9,12,0,0,"UAO","panel"
"11.8",3,49,"0.489","17.314",1,7,2,"49.3",5,12,0,0,"UAO","panel"
"9.2",2,30,"0.767","17.314",1,4,1,"39.0",22,22,0,1,"UAO","panel"
"11.5",2,48,"0.721","17.314",1,7,2,"50.0",9,12,0,0,"UAO","panel"
"11.95",2,49,"0.602","17.314",1,6,2,"49.8",9,12,0,0,"UAO","panel"
"11.85",2,48,"0.721","17.314",1,12,2,"49.8",12,12,0,1,"UAO","panel"
"11.93",2,49,"0.602","17.314",1,7,2,"50.0",8,12,0,0,"UAO","panel"
"11.9",3,49,"0.738","17.314",1,8,2,"49.7",1,12,1,0,"UAO","panel"
"11.75",2,48,"0.552","17.314",1,7,2,"49.3",1,12,1,0,"UAO","block"
"6.3",2,49,"0.572","17.314",1,5,1,"31.0",10,12,0,0,"UAO","panel"
13,2,14,"0.537","17.314",1,5,2,"57.0",17,22,0,0,"UAO","panel"
"9.49099",3,29,"0.829","17.314",1,12,2,"54.0",1,17,1,0,"UAO","panel"
12,3,49,"0.738","17.314",1,5,2,"49.6",1,12,1,0,"UAO","panel"
"11.8",2,49,"0.356","17.314",1,7,2,"49.3",7,12,0,0,"UAO","block"
"11.9",2,49,"0.602","17.314",1,7,2,"49.8",9,12,0,0,"UAO","panel"
"8.3",2,49,"0.922","17.314",1,5,2,"44.1",8,9,0,0,"UAO","block"
"10.5",3,48,"0.927","17.314",1,5,2,"45.6",2,12,0,0,"UAO","panel"
"11.48",2,48,"0.721","17.314",1,12,2,"47.1",12,12,0,1,"UAO","panel"
7,2,49,"0.691","17.314",1,9,1,"33.0",7,9,0,0,"UAO","panel"
"8.1",2,45,"0.612","17.314",1,8,1,"38.0",8,12,0,0,"UAO","panel"
"8.7",2,34,"0.783","17.314",1,9,1,"39.8",3,25,0,0,"UAO","panel"
"11.6",2,49,"0.356","17.314",1,7,2,"48.0",12,12,0,1,"UAO","block"
"8.5",1,47,1,"17.314",1,7,2,"46.0",6,12,0,0,"UAO","panel"
7,2,42,"1.346","17.314",1,8,1,"39.0",2,12,0,0,"UAO","panel"
14,4,6,"0.11","17.314",1,12,2,"43.0",8,23,0,0,"UAO","monolith"
"8.7",2,49,"0.489","17.314",1,8,2,"48.1",1,12,1,0,"UAO","panel"
"8.75",1,47,"0.516","17.314",1,5,2,"47.0",5,12,0,0,"UAO","block"
"8.2",2,44,"0.304","17.314",1,5,1,"38.8",7,12,0,0,"UAO","panel"
"15.9",3,6,"0.11","17.314",1,7,2,"68.0",5,23,0,0,"UAO","monolith"
"7.19",2,49,"0.691","17.314",1,12,1,"33.0",6,9,0,0,"UAO","panel"
"9.5",3,23,"0.642","17.314",1,7,1,"39.0",16,17,0,0,"UAO","panel"
"7.5",3,49,"0.995","17.314",1,9,1,"35.0",7,9,0,0,"UAO","panel"
9,2,48,"0.751","17.314",1,9,2,"47.0",2,12,0,0,"UAO","panel"
"9.6",3,38,"0.657","17.314",1,12,1,"40.5",2,16,0,0,"UAO","block"
8,2,49,"0.356","17.314",1,12,2,"44.3",7,12,0,0,"UAO","block"
"8.5",2,48,"0.751","17.314",11,7,1,"33.0",9,12,0,0,"UAO","panel"
18,3,6,"0.11","17.314",1,12,2,"65.0",22,23,0,0,"UAO","monolith"
"8.1",2,42,"1.416","17.314",11,7,1,"40.0",3,12,0,0,"UAO","panel"
"16.5",2,6,"0.11","17.314",37,12,2,"68.6",16,23,0,0,"UAO","monolith"
"12.7",3,3,"0.708","17.314",3,7,2,"47.0",16,25,0,0,"UAO","panel"
13,2,3,"0.708","17.314",2,9,2,"47.0",11,25,0,0,"UAO","panel"
"8.5",3,48,"0.751","17.314",12,12,1,"33.0",9,12,0,0,"UAO","panel"
"7.899",2,45,"0.695","17.314",12,12,1,"38.9",12,12,0,1,"UAO","panel"
"7.675",1,49,"1.091","17.314",10,12,1,"32.3",2,9,0,0,"UAO","panel"
"6.9",2,48,"0.44","8.722",1,6,1,"31.7",1,5,1,0,"UVAO","panel"
"7.69",2,44,"0.535","8.722",292,6,1,"38.0",8,16,0,0,"UVAO","block"
"11.9",2,65,"1.016","8.722",38,8,2,"70.9",4,5,0,0,"UVAO","brick"
"11.99",2,65,"1.016","8.722",62,6,2,"70.9",4,5,0,0,"UVAO","brick"
9,1,51,"0.823","8.722",99,3,2,"47.8",4,9,0,0,"UVAO","panel"
"11.2",2,44,"0.535","8.722",205,5,2,"50.4",14,16,0,0,"UVAO","block"
"10.65",2,33,"1.061","8.722",218,8,2,"52.0",13,14,0,0,"UVAO","block"
"7.8",2,44,"0.535","8.722",205,5,1,"38.0",8,16,0,0,"UVAO","block"
"8.2",2,59,"0.209","8.722",218,8,2,"43.0",5,5,0,1,"UVAO","brick"
"7.4",2,50,"0.677","8.722",218,8,1,"33.0",5,9,0,0,"UVAO","brick"
"8.7",2,51,"1.078","8.722",1,5,2,"45.0",4,9,0,0,"UVAO","panel"
"7.8",2,65,"0.775","8.722",15,3,1,"35.0",1,5,1,0,"UVAO","brick"
"10.65",3,33,"1.061","8.722",19,5,2,"52.0",13,14,0,0,"UVAO","panel"
"11.97",1,65,"1.016","8.722",2,3,2,"71.0",4,5,0,0,"UVAO","brick"
9,2,33,"1.042","8.722",1,6,2,"50.3",1,14,1,0,"UVAO","block"
"8.75",2,53,"0.955","8.722",5,8,2,"43.0",6,9,0,0,"UVAO","brick"
"8.35",2,59,"0.209","8.722",7,5,2,"43.0",5,5,0,1,"UVAO","brick"
"10.5",1,19,"1.032","8.722",54,6,2,"58.2",1,14,1,0,"UVAO","monolith"
"6.75",2,60,"0.853","8.722",1,5,1,"35.0",1,5,1,0,"UVAO","brick"
"7.3",2,54,"1.128","8.722",10,3,1,"35.6",3,12,0,0,"UVAO","block"
"8.75",2,41,"0.924","8.722",6,3,2,"52.0",9,12,0,0,"UVAO","panel"
"6.75",2,60,"0.853","8.722",1,5,1,"35.0",5,5,0,1,"UVAO","brick"
"8.999",1,51,"0.75","8.722",4,2,2,"46.4",6,9,0,0,"UVAO","panel"
8,2,59,"0.663","8.722",1,5,2,"44.5",5,5,0,1,"UVAO","brick"
"10.2",2,33,"1.061","8.722",1,2,2,"52.3",7,14,0,0,"UVAO","block"
"8.5",2,57,"0.472","8.722",1,3,2,"43.1",1,5,1,0,"UVAO","brick"
"9.15",2,51,"0.823","8.722",2,8,2,"45.8",4,9,0,0,"UVAO","panel"
"8.8",3,53,"0.955","8.722",3,3,2,"43.0",6,9,0,0,"UVAO","brick"
"12.2",2,65,"0.775","8.722",12,6,2,"66.0",4,5,0,0,"UVAO","brick"
"12.5",3,39,"0.83","8.722",1,3,2,"52.0",10,12,0,0,"UVAO","brick"
8,2,47,"0.641","8.722",1,5,2,"39.2",6,12,0,0,"UVAO","block"
"10.2",2,23,"0.574","8.722",1,6,2,"52.8",8,14,0,0,"UVAO","panel"
9,2,51,"0.857","8.722",1,5,2,"48.0",3,9,0,0,"UVAO","panel"
"10.5",2,66,"0.549","8.722",1,6,2,"55.0",4,5,0,0,"UVAO","brick"
"9.7",2,65,"1.016","8.722",1,6,2,"55.0",4,5,0,0,"UVAO","brick"
"7.95",2,53,"0.95","8.722",1,2,2,"38.2",7,9,0,0,"UVAO","brick"
"8.55",2,51,"0.634","8.722",1,5,2,"40.0",8,12,0,0,"UVAO","panel"
"9.3",3,51,"1.22","8.722",1,8,2,"46.0",4,9,0,0,"UVAO","panel"
"8.25",2,51,"1.078","8.722",1,5,2,"44.7",1,9,1,0,"UVAO","panel"
"7.95",2,45,"0.612","8.722",1,3,1,"33.9",4,9,0,0,"UVAO","block"
"6.5",3,51,"0.91","8.722",1,2,2,"38.2",3,12,0,0,"UVAO","panel"
13,3,22,"0.638","8.722",1,6,2,"79.0",9,16,0,0,"UVAO","monolith"
"9.3",3,51,"0.757","8.722",1,6,2,"50.2",8,9,0,0,"UVAO","panel"
"10.5",3,55,"1.195","8.722",1,6,2,"48.0",8,12,0,0,"UVAO","block"
"9.2",3,60,"0.894","8.722",1,3,2,"45.0",2,5,0,0,"UVAO","brick"
8,2,51,"1.231","8.722",1,3,2,"39.3",3,12,0,0,"UVAO","block"
"10.6",3,62,"0.874","8.722",1,5,2,"57.1",4,5,0,0,"UVAO","brick"
11,2,33,"1.042","8.722",1,8,2,"51.3",9,14,0,0,"UVAO","panel"
"9.5",2,51,"0.857","8.722",22,5,2,"45.3",6,9,0,0,"UVAO","panel"
"12.5",2,62,"0.739","3.581",292,10,1,"36.1",4,5,0,0,"CAO","brick"
"12.25",2,62,"0.739","3.581",292,10,1,"36.1",4,5,0,0,"CAO","brick"
"14.6",2,18,"0.3","3.581",65,9,1,"38.0",12,17,0,0,"CAO","monolith"
"12.849",2,54,"0.232","3.581",62,11,1,"33.0",4,9,0,0,"CAO","brick"
"11.15",2,65,"0.916","3.581",292,10,2,"44.0",1,3,1,0,"CAO","brick"
"12.3",2,61,"0.666","3.581",146,6,2,"43.0",3,5,0,0,"CAO","brick"
"14.3",3,20,"0.382","3.581",196,6,1,"38.0",5,12,0,0,"CAO","monolith"
"17.99",2,16,"0.593","3.581",15,5,2,"57.0",11,12,0,0,"CAO","monolith"
"12.25",3,62,"0.739","3.581",31,12,1,"36.1",4,5,0,0,"CAO","brick"
"12.24",1,62,"0.739","3.581",24,12,1,"36.1",4,5,0,0,"CAO","brick"
"12.299",3,62,"0.739","3.581",10,6,1,"36.0",4,5,0,0,"CAO","brick"
"11.35",2,58,"0.273","3.581",9,12,2,"41.0",3,5,0,0,"CAO","brick"
"12.25",4,62,"0.739","3.581",2,6,1,"36.1",4,5,0,0,"CAO","brick"
"13.7",3,52,"0.715","3.581",25,4,2,"48.0",1,9,1,0,"CAO","brick"
"13.1",2,62,"0.54","3.581",1,5,2,"55.0",1,5,1,0,"CAO","brick"
"12.25",2,62,"0.739","3.581",3,12,1,"36.0",4,5,0,0,"CAO","brick"
"12.25",3,62,"0.739","3.581",28,8,1,"36.0",4,5,0,0,"CAO","brick"
"12.199",4,62,"0.739","3.581",22,9,1,"36.1",4,5,0,0,"CAO","brick"
13,2,61,"0.773","3.581",3,8,2,"54.1",4,5,0,0,"CAO","brick"
"13.9",1,61,"0.326","3.581",2,12,2,"57.0",1,5,1,0,"CAO","brick"
"11.5",2,61,"0.773","3.581",1,9,1,"35.0",5,5,0,1,"CAO","brick"
"14.5",2,18,"0.3","3.581",1,12,1,"38.0",12,16,0,0,"CAO","monolith"
"13.5",3,57,"0.357","3.581",2,6,2,"40.0",6,9,0,0,"CAO","brick"
"12.1",2,53,"0.715","3.581",3,12,1,"35.0",3,12,0,0,"CAO","block"
17,2,16,"0.593","3.581",1,8,2,"57.3",11,12,0,0,"CAO","brick"
"14.7",2,91,"0.3","3.581",1,12,2,"54.0",3,7,0,0,"CAO","brick"
"12.2",2,62,"0.739","3.581",1,6,1,"36.1",4,5,0,0,"CAO","brick"
"12.25",4,62,"0.739","3.581",1,4,1,"36.1",4,5,0,0,"CAO","brick"
"13.8",3,50,"0.852","3.581",2,9,2,"45.0",4,9,0,0,"CAO","panel"
12,2,58,"0.476","3.581",1,11,2,"56.0",1,8,1,0,"CAO","brick"
"12.8",1,53,"0.646","3.581",1,11,2,"44.0",5,12,0,0,"CAO","block"
"14.5",4,57,"0.357","3.581",1,10,2,"47.0",2,9,0,0,"CAO","brick"
"10.4",1,58,"0.236","3.581",1,10,1,"31.0",4,5,0,0,"CAO","brick"
"14.3",4,20,"0.382","3.581",1,9,1,"38.0",5,12,0,0,"CAO","monolith"
"14.2",2,94,"0.954","3.581",1,5,2,"55.0",2,5,0,0,"CAO","brick"
"11.8",2,49,"0.632","3.581",1,11,2,"43.4",1,9,1,0,"CAO","brick"
"14.999",1,94,"0.851","3.581",1,5,2,"55.6",3,5,0,0,"CAO","brick"
12,3,55,"0.28","3.581",1,12,2,"40.0",5,9,0,0,"CAO","block"
15,1,53,"0.753","3.581",1,4,2,"45.0",5,12,0,0,"CAO","block"
"12.2",2,57,"0.732","3.581",1,12,2,"44.0",3,5,0,0,"CAO","brick"
13,2,55,"0.28","3.581",1,8,2,"37.1",2,9,0,0,"CAO","brick"
"12.3",2,51,"0.602","3.581",1,9,1,"35.2",5,12,0,0,"CAO","block"
"17.5",3,16,"0.593","3.581",1,12,2,"54.0",11,12,0,0,"CAO","monolith"
"11.5",2,61,"0.773","3.581",1,10,1,"36.4",1,5,1,0,"CAO","brick"
"12.25",4,62,"0.739","3.581",21,12,1,"36.1",4,5,0,0,"CAO","brick"
"15.5",2,62,"0.497","3.581",21,12,2,"55.0",2,5,0,0,"CAO","brick"
"14.495",3,18,"0.3","3.581",45,10,1,"38.0",12,18,0,0,"CAO","monolith"
"11.2",2,65,"0.916","3.581",12,11,2,"45.0",1,3,1,0,"CAO","brick"
"12.2",4,62,"0.739","3.581",1,5,1,"36.4",4,5,0,0,"CAO","brick"
18,3,16,"0.593","3.581",2,6,2,"57.0",11,12,0,0,"CAO","monolith"
"12.85",3,54,"0.232","3.581",7,5,1,"35.0",4,9,0,0,"CAO","brick"
"14.999",2,61,"0.357","3.581",11,5,2,"58.0",2,8,0,0,"CAO","brick"
"12.25",2,62,"0.739","3.581",12,6,1,"36.1",4,5,0,0,"CAO","brick"
"9.5",2,45,"2.533","12.458",1,20,2,"52.5",7,12,0,0,"VAO","block"
"7.3",2,50,"0.304","12.458",65,9,1,"34.6",1,12,1,0,"VAO","block"
"6.7",2,50,"1.187","12.458",292,11,1,"32.1",6,9,0,0,"VAO","panel"
"8.3",2,47,"1.997","12.458",36,17,2,"47.1",3,9,0,0,"VAO","block"
"9.75",2,46,"1.379","12.458",65,9,2,"51.7",11,12,0,0,"VAO","block"
"7.2",3,43,"2.641","12.458",62,22,1,"40.0",1,12,1,0,"VAO","panel"
"9.2",2,48,"2.544","12.458",62,22,2,"42.7",8,9,0,0,"VAO","panel"
"8.5",3,56,"0.449","12.458",1,13,2,"45.3",2,5,0,0,"VAO","panel"
"7.65",3,47,"1.963","12.458",2,17,1,"34.0",9,9,0,1,"VAO","panel"
"8.4",4,59,"1.546","12.458",196,17,2,"44.0",4,5,0,0,"VAO","brick"
"6.9",2,44,"1.532","12.458",218,13,1,"33.9",1,14,1,0,"VAO","block"
"9.6",2,46,"1.379","12.458",205,19,2,"51.7",11,12,0,0,"VAO","block"
"8.1",1,52,"1.023","12.458",196,17,2,"38.5",8,12,0,0,"VAO","panel"
"7.15",2,50,"0.304","12.458",205,19,1,"34.6",1,12,1,0,"VAO","block"
16,3,6,"1.172","12.458",146,12,2,"61.0",8,13,0,0,"VAO","panel"
"6.5",2,50,"1.187","12.458",205,19,1,"32.1",6,9,0,0,"VAO","panel"
"7.35",3,48,"2.148","12.458",218,13,1,"35.0",8,9,0,0,"VAO","panel"
"7.1",3,47,"1.953","12.458",196,17,1,"32.0",9,12,0,0,"VAO","panel"
"7.9",1,48,"2.44","12.458",196,17,2,"43.0",4,9,0,0,"VAO","block"
"8.099",2,48,"2.44","12.458",92,20,2,"45.4",2,9,0,0,"VAO","block"
"8.49",2,51,"0.313","12.458",92,20,2,"43.0",1,9,1,0,"VAO","brick"
"11.8",3,36,"1.499","12.458",9,17,2,"38.0",11,23,0,0,"VAO","monolith"
"7.15",2,50,"0.304","12.458",1,16,1,"35.0",1,12,1,0,"VAO","block"
"6.75",2,50,"1.567","12.458",1,16,1,"31.0",8,9,0,0,"VAO","brick"
"7.15",2,50,"0.304","12.458",15,16,1,"34.6",1,12,1,0,"VAO","block"
"9.6",1,46,"1.379","12.458",13,20,2,"51.7",11,12,0,0,"VAO","panel"
"7.5",2,57,"0.635","12.458",8,22,2,"42.0",5,5,0,1,"VAO","block"
8,2,48,"2.44","12.458",24,13,2,"42.8",4,9,0,0,"VAO","panel"
"8.8",2,47,"1.953","12.458",16,11,2,"44.3",11,12,0,0,"VAO","panel"
"9.15",3,47,"1.789","12.458",16,11,2,"53.8",1,9,1,0,"VAO","panel"
"6.65",3,50,"1.187","12.458",10,10,1,"32.6",6,9,0,0,"VAO","panel"
"7.8",1,52,"0.557","12.458",24,13,1,"32.9",10,12,0,0,"VAO","panel"
"7.25",2,50,"0.304","12.458",3,19,1,"34.6",1,12,1,0,"VAO","block"
7,1,47,"1.981","12.458",2,16,1,"35.0",12,12,0,1,"VAO","panel"
9,3,48,"2.768","12.458",1,22,2,"44.6",3,9,0,0,"VAO","block"
"8.25",2,57,"0.588","12.458",21,12,2,"44.2",5,5,0,1,"VAO","block"
"8.55",2,53,"0.585","12.458",1,20,2,"38.1",1,12,1,0,"VAO","block"
"6.5",2,48,"1.537","12.458",1,9,1,"32.7",6,9,0,0,"VAO","panel"
"7.2",3,47,"1.981","12.458",1,19,1,"34.3",4,12,0,0,"VAO","panel"
"11.1",2,39,"0.438","12.458",1,9,2,"50.7",3,12,0,0,"VAO","panel"
"8.55",2,57,"0.662","12.458",2,17,2,"43.7",2,5,0,0,"VAO","brick"
"8.95",3,57,"0.635","12.458",40,10,2,"44.0",4,5,0,0,"VAO","block"
"7.15",3,50,"0.304","12.458",19,16,1,"34.6",1,12,1,0,"VAO","block"
"6.4",2,48,"2.053","12.458",2,16,1,"33.6",6,9,0,0,"VAO","panel"
"7.15",2,50,"0.304","12.458",13,22,1,"34.8",1,12,1,0,"VAO","block"
8,3,49,"1.281","12.458",7,16,2,"45.0",3,9,0,0,"VAO","panel"
"12.799",3,14,"1.032","12.458",24,22,2,"56.0",14,14,0,1,"VAO","monolith"
"8.499",2,49,"1.816","12.458",22,10,2,"47.0",5,9,0,0,"VAO","panel"
"8.3",2,52,"1.357","12.458",13,13,2,"45.2",4,9,0,0,"VAO","panel"
"8.8",2,52,"0.166","12.458",36,11,2,"43.7",7,9,0,0,"VAO","block"
"7.5",1,58,"0.497","12.458",54,22,2,"43.0",1,5,1,0,"VAO","brick"
9,3,52,"0.266","12.458",22,10,2,"44.3",7,9,0,0,"VAO","panel"
"13.65",1,0,"2.022","12.458",9,12,2,"71.9",3,11,0,0,"VAO","monolith"
"7.45",1,49,"0.868","12.458",11,19,2,"42.6",1,9,1,0,"VAO","brick"
"9.65",3,49,"0.935","12.458",11,11,2,"48.3",5,14,0,0,"VAO","panel"
"9.65",3,49,"0.935","12.458",11,19,2,"48.3",5,14,0,0,"VAO","panel"
"9.7",2,39,"1.897","12.458",5,11,2,"52.2",3,16,0,0,"VAO","panel"
"8.1",1,58,"0.718","12.458",1,10,2,"43.6",1,5,1,0,"VAO","brick"
"10.2",2,18,"0.39","12.458",1,19,1,"53.2",1,9,1,0,"VAO","brick"
"7.1",2,50,"0.304","12.458",1,9,1,"34.8",1,12,1,0,"VAO","block"
"14.336",1,0,"2.022","12.458",1,17,2,"72.0",3,11,0,0,"VAO","monolith"
"8.5",2,47,"2.04","12.458",1,13,2,"51.3",2,9,0,0,"VAO","block"
9,2,51,"0.345","12.458",1,13,2,"47.0",10,12,0,0,"VAO","block"
"6.59",2,49,"1.773","12.458",1,22,1,"32.8",9,9,0,1,"VAO","panel"
"7.6",2,48,"2.189","12.458",1,12,2,"46.0",9,9,0,1,"VAO","panel"
"8.1",2,47,"1.671","12.458",1,19,2,"45.0",9,9,0,1,"VAO","block"
"6.9",1,50,"0.367","12.458",1,17,1,"35.0",11,12,0,0,"VAO","panel"
"17.7",3,18,"0.39","12.458",12,17,2,"80.0",1,16,1,0,"VAO","brick"
"7.25",2,44,"1.526","12.458",2,22,2,"48.0",1,14,1,0,"VAO","block"
"7.8",2,61,"0.779","12.458",2,16,2,"43.2",2,5,0,0,"VAO","brick"
"7.8",2,61,"0.779","12.458",3,13,2,"43.2",2,5,0,0,"VAO","brick"
8,2,46,"0.956","12.458",6,11,1,"38.0",4,12,0,0,"VAO","brick"
10,3,42,"1.677","12.458",1,19,2,"50.8",4,16,0,0,"VAO","block"
"8.95",2,51,"0.313","12.458",1,13,2,"44.1",4,9,0,0,"VAO","brick"
"8.39",2,61,"1.216","12.458",21,13,2,"44.9",5,5,0,1,"VAO","brick"
"15.8",3,2,"1.601","12.458",1,22,2,"57.4",13,23,0,0,"VAO","brick"
"7.8",2,49,"1.507","12.458",1,10,2,"40.0",12,12,0,1,"VAO","block"
"9.6",3,47,"1.789","12.458",1,13,2,"51.3",5,9,0,0,"VAO","panel"
"7.1",3,49,"1.599","12.458",1,22,1,"33.0",2,9,0,0,"VAO","panel"
"6.85",2,50,"1.444","12.458",2,11,1,"31.0",7,9,0,0,"VAO","brick"
"8.4",2,59,"0.592","12.458",1,16,2,"42.2",3,5,0,0,"VAO","brick"
"8.5",3,52,"0.166","12.458",1,13,2,"43.0",1,9,1,0,"VAO","block"
"7.5",2,52,"1.023","12.458",1,10,1,"35.0",2,12,0,0,"VAO","block"
"7.95",2,58,"0.801","12.458",1,16,2,"43.1",5,5,0,1,"VAO","brick"
"8.15",2,58,"0.801","12.458",1,22,2,"43.1",5,5,0,1,"VAO","brick"
"6.9",2,50,"0.999","12.458",1,13,1,"35.4",1,12,1,0,"VAO","block"
"8.6",2,47,"1.942","12.458",1,20,2,"47.0",5,9,0,0,"VAO","panel"
"8.299",2,47,"1.997","12.458",1,11,2,"47.1",3,9,0,0,"VAO","block"
14,2,14,"2.392","12.458",2,16,2,"66.4",3,22,0,0,"VAO","monolith"
"7.15",1,45,"1.199","12.458",12,22,1,"36.0",11,12,0,0,"VAO","block"
"9.7",2,39,"1.897","12.458",13,19,2,"52.2",3,16,0,0,"VAO","panel"
"10.5",2,44,"0.735","12.458",1,13,2,"51.0",3,14,0,0,"VAO","brick"
"14.366",1,0,"2.022","12.458",1,13,2,"71.9",3,11,0,0,"VAO","monolith"
"7.8",3,61,"1.266","12.458",1,17,2,"43.3",1,5,1,0,"VAO","brick"
"9.5",3,52,"0.416","12.458",1,13,2,"43.0",3,9,0,0,"VAO","panel"
"6.29",2,49,"1.599","12.458",1,19,1,"32.7",9,9,0,1,"VAO","panel"
"8.5",4,2,"1.601","12.458",1,17,1,"31.1",23,23,0,1,"VAO","monolith"
"7.9",2,48,"0.641","12.458",1,20,2,"45.0",9,9,0,1,"VAO","brick"
"7.4",3,45,"1.831","12.458",1,22,1,"38.0",1,16,1,0,"VAO","block"
"11.5",3,49,"2.088","12.458",1,20,2,"55.0",5,9,0,0,"VAO","block"
"8.65",2,47,"1.942","12.458",1,12,2,"47.0",5,9,0,0,"VAO","panel"
"7.5",1,31,"2.186","12.458",1,20,1,"38.0",6,17,0,0,"VAO","panel"
"7.95",2,36,"0.819","12.458",1,16,1,"36.6",10,16,0,0,"VAO","panel"
"14.5",3,30,"0.171","12.458",1,12,2,"58.0",13,22,0,0,"VAO","panel"
"8.5",2,46,"0.964","12.458",1,20,2,"44.0",5,9,0,0,"VAO","panel"
8,2,49,"1.371","12.458",1,12,2,"41.0",5,9,0,0,"VAO","brick"
"9.15",2,65,"0.825","12.458",1,20,2,"47.0",3,5,0,0,"VAO","brick"
"7.8",1,48,"2.2","12.458",1,13,2,"44.8",2,9,0,0,"VAO","panel"
"10.9",2,20,"1.598","12.458",1,9,2,"52.0",4,17,0,0,"VAO","panel"
"6.8",2,47,"2.078","12.458",1,22,1,"32.7",1,12,1,0,"VAO","block"
"8.5",2,50,"1.401","12.458",1,20,2,"44.1",7,9,0,0,"VAO","panel"
"7.1",2,47,"1.534","12.458",1,9,1,"33.1",9,9,0,1,"VAO","panel"
"6.6",3,50,"1.163","12.458",1,13,1,"33.0",2,9,0,0,"VAO","panel"
"9.2",4,2,"1.601","12.458",1,17,1,"32.0",9,23,0,0,"VAO","monolith"
"9.5",2,47,"1.942","12.458",1,11,2,"53.4",6,9,0,0,"VAO","panel"
"7.75",2,47,"1.129","12.458",1,13,1,"39.0",6,14,0,0,"VAO","block"
"11.7",2,44,"0.735","12.458",1,13,2,"53.0",9,14,0,0,"VAO","brick"
"11.7",2,44,"0.735","12.458",1,13,2,"53.0",9,14,0,0,"VAO","brick"
"7.95",2,49,"0.868","12.458",2,13,2,"43.0",3,9,0,0,"VAO","brick"
"10.5",2,36,"0.755","12.458",1,13,2,"54.0",5,17,0,0,"VAO","block"
"6.8",2,50,"1.187","12.458",1,12,1,"33.0",3,9,0,0,"VAO","panel"
"8.5",3,49,"1.816","12.458",2,19,2,"45.0",3,9,0,0,"VAO","panel"
"6.5",3,49,"1.609","12.458",1,12,1,"33.0",1,9,1,0,"VAO","panel"
"7.5",2,45,"1.854","12.458",1,13,1,"38.0",4,16,0,0,"VAO","block"
8,2,49,"0.868","12.458",1,13,2,"44.6",5,9,0,0,"VAO","brick"
"12.4",2,45,"1.199","12.458",1,13,2,"54.0",12,12,0,1,"VAO","block"
"9.5",2,52,"0.416","12.458",1,13,2,"45.0",7,9,0,0,"VAO","panel"
10,3,47,"1.997","12.458",1,16,2,"48.6",8,9,0,0,"VAO","block"
"6.99",2,64,"0.413","12.458",1,13,1,"31.8",3,3,0,1,"VAO","brick"
"8.79",2,47,"1.953","12.458",1,13,2,"47.0",11,12,0,0,"VAO","panel"
"15.5",3,20,"1.911","12.458",1,19,2,"58.2",9,22,0,0,"VAO","block"
"10.4",3,47,"1.288","12.458",1,17,2,"44.4",9,9,0,1,"VAO","panel"
"6.699",2,43,"1.547","12.458",1,16,1,"39.1",8,16,0,0,"VAO","block"
"8.2",1,52,"0.787","12.458",1,16,2,"39.0",4,12,0,0,"VAO","panel"
"7.7",2,48,"1.444","12.458",1,22,2,"45.0",6,14,0,0,"VAO","block"
"7.5",2,49,"1.968","12.458",1,20,2,"44.0",4,9,0,0,"VAO","panel"
"9.999",3,47,"0.974","12.458",1,22,2,"50.0",7,9,0,0,"VAO","panel"
"9.5",2,57,"0.532","12.458",1,19,2,"44.0",3,5,0,0,"VAO","panel"
"7.8",1,50,"1.163","12.458",1,20,2,"44.5",7,9,0,0,"VAO","panel"
"8.4",2,35,"2.22","12.458",1,22,2,"49.7",2,14,0,0,"VAO","block"
"13.7",3,6,"1.05","12.458",1,9,2,"60.0",8,12,0,0,"VAO","panel"
"8.9",2,47,"2.04","12.458",1,9,2,"51.2",8,9,0,0,"VAO","block"
"9.5",2,47,"2.04","12.458",1,11,2,"51.2",8,9,0,0,"VAO","block"
8,2,46,"2.199","12.458",1,19,2,"38.0",9,14,0,0,"VAO","block"
"8.3",2,48,"2.13","12.458",1,20,2,"44.5",2,9,0,0,"VAO","panel"
"7.5",2,47,"2.118","12.458",1,22,2,"44.3",2,9,0,0,"VAO","block"
10,2,41,"1.405","12.458",1,13,2,"60.0",5,16,0,0,"VAO","block"
"8.3",3,44,"0.735","12.458",1,22,1,"36.0",8,14,0,0,"VAO","brick"
"6.5",2,47,"2.118","12.458",1,13,1,"32.6",4,9,0,0,"VAO","block"
"6.65",2,49,"1.609","12.458",1,22,1,"32.6",5,9,0,0,"VAO","panel"
8,2,51,"0.217","12.458",1,20,1,"35.0",11,12,0,0,"VAO","block"
"6.2",1,48,"2.053","12.458",1,20,1,"34.0",1,9,1,0,"VAO","brick"
"9.8",3,50,"0.341","12.458",1,13,2,"50.0",7,12,0,0,"VAO","block"
"7.5",1,51,"0.29","12.458",1,19,1,"35.4",5,12,0,0,"VAO","panel"
"8.2",3,60,"0.839","12.458",1,19,2,"42.5",1,5,1,0,"VAO","brick"
"8.6",2,47,"2.203","12.458",1,17,2,"47.2",9,12,0,0,"VAO","panel"
"7.9",2,48,"2.416","12.458",1,20,2,"44.4",5,9,0,0,"VAO","block"
"8.2",3,48,"2.13","12.458",1,20,2,"47.0",1,9,1,0,"VAO","panel"
