"price","repair","house_age","dist_to_subway","subway_dist_to_center","agent_offers","subway_offers","rooms","footage","floor","max_floor","first_floor","last_floor","AO","hm"
"11.45",3,25,"0.169","23.043",1,7,2,"61.1",12,22,0,0,"UZAO","panel"
"6.85",2,18,"0.611","23.043",1,15,1,"41.2",9,12,0,0,"UZAO","panel"
"8.1",2,4,"1.237","23.043",1,7,1,"38.7",16,23,0,0,"UZAO","monolith"
"7.6",2,18,"0.611","23.043",1,10,1,"39.0",5,12,0,0,"UZAO","panel"
11,3,0,"0.829","23.043",1,15,2,"59.8",23,33,0,0,"UZAO","monolith"
"10.7",2,2,"0.879","23.043",1,15,2,"41.0",33,33,0,1,"UZAO","monolith"
"10.7",2,2,"0.879","23.043",1,7,2,"41.0",33,33,0,1,"UZAO","monolith"
11,2,12,"0.48","23.043",1,7,2,"56.0",7,17,0,0,"UZAO","panel"
"12.2",3,0,"0.829","23.043",1,15,2,"63.5",2,33,0,0,"UZAO","monolith"
10,3,3,"1.136","23.043",1,15,1,"48.0",3,23,0,0,"UZAO","monolith"
"7.5",2,25,"0.169","23.043",1,7,1,"39.0",5,22,0,0,"UZAO","panel"
"7.999999",3,27,"0.398","23.043",1,7,1,"39.0",7,14,0,0,"UZAO","panel"
"12.5",1,3,"1.136","23.043",1,9,2,"59.43",13,23,0,0,"UZAO","monolith"
"9.2",3,2,"0.791","23.043",2,7,1,"40.7",11,16,0,0,"UZAO","monolith"
12,3,2,"1.084","23.043",2,7,2,"63.0",11,31,0,0,"UZAO","monolith"
"12.35",3,2,"0.791","23.043",16,10,2,"69.4",13,33,0,0,"UZAO","panel"
12,3,12,"0.48","23.043",16,10,2,"60.0",8,14,0,0,"UZAO","panel"
14,4,2,"1.084","23.043",2,9,1,"48.8",28,31,0,0,"UZAO","monolith"
"12.65",3,0,"0.829","23.043",2,7,2,"64.0",8,33,0,0,"UZAO","monolith"
"16.1",3,4,"1.237","23.043",12,9,2,"69.1",10,23,0,0,"UZAO","monolith"
"9.1",4,2,"0.791","23.043",3,9,1,"40.5",5,33,0,0,"UZAO","monolith"
"12.8",1,3,"1.136","23.043",1,9,2,"69.0",18,23,0,0,"UZAO","monolith"
"13.6",1,3,"1.136","23.043",1,7,2,"71.4",18,23,0,0,"UZAO","monolith"
"7.6",2,52,"1.342","13.444",1,11,1,"35.2",1,14,1,0,"UZAO","panel"
"10.2",3,51,"1.353","13.444",1,9,2,"39.0",2,14,0,0,"UZAO","panel"
8,2,42,"0.746","13.444",1,7,1,"33.0",8,9,0,0,"UZAO","panel"
"8.4",2,50,"0.367","13.444",292,7,1,"31.0",1,5,1,0,"UZAO","panel"
"13.5",2,39,"1.034","13.444",57,6,2,"58.0",4,16,0,0,"UZAO","panel"
"7.4",2,53,"0.617","13.444",57,6,1,"30.8",1,5,1,0,"UZAO","panel"
"9.1",2,53,"0.356","13.444",66,6,1,"32.0",2,5,0,0,"UZAO","panel"
"13.6",2,39,"0.279","13.444",66,6,2,"53.6",14,16,0,0,"UZAO","panel"
"14.85",2,0,"0.502","13.444",218,5,2,"55.9",9,20,0,0,"UZAO","panel"
"9.5",4,51,"0.784","13.444",196,9,1,"33.0",8,9,0,0,"UZAO","panel"
11,2,3,"0.674","13.444",205,4,1,"37.0",16,19,0,0,"UZAO","panel"
13,4,36,"0.981","13.444",146,4,2,"46.0",9,9,0,1,"UZAO","panel"
"8.8",3,47,"0.893","13.444",196,9,1,"35.2",2,15,0,0,"UZAO","panel"
"9.5",3,47,"0.893","13.444",196,9,1,"37.6",4,15,0,0,"UZAO","panel"
"13.6",2,39,"0.279","13.444",218,5,2,"53.6",14,16,0,0,"UZAO","panel"
"10.2",2,52,"1.005","13.444",53,12,2,"48.9",4,9,0,0,"UZAO","panel"
"7.4",2,53,"0.617","13.444",53,12,1,"30.8",1,5,1,0,"UZAO","panel"
"9.7",2,51,"0.584","13.444",1,7,2,"45.0",5,5,0,1,"UZAO","panel"
"13.15",2,35,"0.234","13.444",9,11,2,"54.0",17,17,0,1,"UZAO","panel"
"16.7",2,16,"1.737","13.444",1,4,2,"66.0",8,25,0,0,"UZAO","monolith"
"7.4",2,53,"0.617","13.444",2,11,1,"30.8",1,5,1,0,"UZAO","panel"
"10.7",3,53,"0.394","13.444",1,4,2,"44.5",2,9,0,0,"UZAO","monolith"
"10.7",2,50,"1.037","13.444",1,7,2,"46.0",5,9,0,0,"UZAO","panel"
14,2,13,"0.243","13.444",1,11,2,"61.0",4,22,0,0,"UZAO","monolith"
11,3,0,"0.502","13.444",4,5,1,"35.4",7,19,0,0,"UZAO","panel"
"7.62",2,49,"1.175","13.444",1,11,1,"34.0",12,12,0,1,"UZAO","panel"
"8.9",3,53,"0.356","13.444",25,4,1,"32.0",2,5,0,0,"UZAO","panel"
"8.7",2,52,"1.235","13.444",13,11,1,"35.3",4,14,0,0,"UZAO","panel"
"7.99",2,51,"0.633","13.444",1,6,1,"34.0",4,9,0,0,"UZAO","panel"
"10.85",2,47,"0.599","13.444",1,11,2,"44.8",2,12,0,0,"UZAO","panel"
"16.2",3,19,"1.516","13.444",11,4,2,"65.0",7,17,0,0,"UZAO","brick"
"14.75",1,10,"1.171","13.444",2,11,1,"50.9",12,20,0,0,"UZAO","monolith"
"10.95",2,53,"1.033","13.444",1,11,2,"45.0",4,9,0,0,"UZAO","panel"
"9.7",2,53,"0.986","13.444",1,9,2,"45.0",1,9,1,0,"UZAO","brick"
"9.6",2,51,"0.542","13.444",1,6,2,"45.5",7,9,0,0,"UZAO","panel"
"8.1",2,36,"0.981","13.444",1,9,1,"33.4",4,9,0,0,"UZAO","panel"
"15.9",2,5,"0.927","13.444",1,9,2,"58.0",13,19,0,0,"UZAO","monolith"
"11.5",2,47,"0.813","13.444",1,6,2,"47.0",6,12,0,0,"UZAO","panel"
"14.7",1,10,"1.168","13.444",1,7,1,"50.9",12,20,0,0,"UZAO","monolith"
"9.8",2,49,"0.453","13.444",1,12,2,"44.6",9,9,0,1,"UZAO","panel"
"14.5",3,10,"1.547","13.444",1,7,1,"58.8",7,16,0,0,"UZAO","panel"
"11.899999",2,46,"0.989","13.444",1,4,2,"53.0",12,12,0,1,"UZAO","panel"
"10.5",4,53,"1.033","13.444",1,12,2,"46.0",4,9,0,0,"UZAO","panel"
"12.9",3,39,"1.106","13.444",1,12,2,"52.0",9,16,0,0,"UZAO","panel"
"11.5",2,36,"0.793","13.444",1,6,2,"49.4",11,12,0,0,"UZAO","panel"
"8.7",2,53,"1.17","13.444",1,12,2,"45.0",1,9,1,0,"UZAO","panel"
"11.439404",2,19,"1.516","13.444",1,7,1,"38.5",10,17,0,0,"UZAO","panel"
"9.5",2,33,"0.667","13.444",1,12,1,"40.0",10,16,0,0,"UZAO","panel"
"13.2",2,20,"1.424","13.444",1,7,2,"54.7",13,17,0,0,"UZAO","brick"
"10.6",2,48,"0.948","13.444",1,5,2,"45.0",2,9,0,0,"UZAO","panel"
"8.2",2,47,"1.211","13.444",1,6,1,"34.0",2,14,0,0,"UZAO","block"
"7.62",2,49,"1.175","13.444",1,7,1,"34.0",12,12,0,1,"UZAO","panel"
"12.95",3,10,"1.547","13.444",1,6,2,"61.0",2,16,0,0,"UZAO","panel"
"9.1",2,47,"1.237","13.444",1,9,2,"38.7",14,14,0,1,"UZAO","panel"
"7.3",2,51,"0.633","13.444",1,11,1,"33.5",1,9,1,0,"UZAO","panel"
"8.7",2,52,"1.183","13.444",1,6,1,"38.0",12,14,0,0,"UZAO","panel"
"8.9",2,53,"0.356","13.444",1,4,1,"32.0",2,5,0,0,"UZAO","panel"
"7.6",2,51,"0.717","13.444",1,4,1,"32.0",6,9,0,0,"UZAO","panel"
"7.4",2,36,"0.981","13.444",3,7,1,"34.0",9,9,0,1,"UZAO","panel"
"9.3",3,47,"0.893","13.444",1,4,1,"35.0",2,15,0,0,"UZAO","panel"
"13.7",2,34,"0.367","13.444",1,12,2,"53.0",13,17,0,0,"UZAO","panel"
"9.85",2,53,"0.493","13.444",1,9,2,"45.3",9,9,0,1,"UZAO","panel"
"9.3",2,52,"0.988","13.444",1,11,2,"42.0",1,5,1,0,"UZAO","panel"
"12.2",2,32,"0.934","13.444",1,7,2,"48.0",3,16,0,0,"UZAO","panel"
"9.7",2,50,"0.448","13.444",1,4,2,"44.4",1,5,1,0,"UZAO","panel"
11,2,50,"0.714","13.444",1,12,2,"43.7",8,9,0,0,"UZAO","panel"
"11.7",2,36,"0.981","13.444",1,5,2,"48.0",4,9,0,0,"UZAO","block"
"10.5",3,17,"1.705","13.444",1,7,1,"38.0",3,22,0,0,"UZAO","panel"
8,2,51,"0.887","13.444",1,12,1,"32.8",6,9,0,0,"UZAO","panel"
"9.3",2,47,"1.211","13.444",1,4,1,"38.0",11,14,0,0,"UZAO","block"
"9.1",4,47,"1.211","13.444",12,4,2,"45.4",8,12,0,0,"UZAO","panel"
"7.4",2,53,"0.617","13.444",2,4,1,"31.0",1,5,1,0,"UZAO","panel"
"8.789999",3,47,"0.893","13.444",3,6,1,"36.0",2,15,0,0,"UZAO","panel"
"7.64",1,49,"1.175","13.444",2,12,1,"34.0",12,12,0,1,"UZAO","panel"
"7.9",3,50,"0.541","13.444",4,4,1,"31.0",1,9,1,0,"UZAO","panel"
"8.2",2,45,"1.908","15.384",1,8,2,"44.8",7,9,0,0,"SVAO","block"
10,3,41,"1.157","15.384",65,8,2,"45.6",1,12,1,0,"SVAO","panel"
"13.1",4,13,"1.365","15.384",292,14,2,"52.0",6,14,0,0,"SVAO","monolith"
"11.2",4,52,"0.473","15.384",66,11,2,"46.0",6,9,0,0,"SVAO","panel"
8,3,52,"0.457","15.384",62,29,1,"32.9",9,14,0,0,"SVAO","block"
"12.5",2,22,"1.57","15.384",2,29,2,"56.8",16,17,0,0,"SVAO","panel"
"8.7",3,16,"0.414","15.384",1,17,1,"37.9",4,14,0,0,"SVAO","panel"
"8.5",2,40,"0.704","15.384",2,11,1,"38.0",14,16,0,0,"SVAO","panel"
"7.8",2,14,"0.473","15.384",1,8,1,"37.6",2,14,0,0,"SVAO","panel"
"8.4",2,47,"0.75","15.384",1,8,2,"45.0",9,9,0,1,"SVAO","monolith"
"8.1",2,6,"2.752","15.384",1,5,1,"38.0",8,17,0,0,"SVAO","panel"
"8.5",2,9,"0.616","15.384",1,14,1,"36.5",2,14,0,0,"SVAO","panel"
"10.2",2,38,"1.912","15.384",218,20,2,"53.4",12,12,0,1,"SVAO","panel"
"10.3",3,51,"0.403","15.384",146,11,2,"44.4",2,9,0,0,"SVAO","panel"
"14.3",1,0,"1.509","15.384",92,17,2,"57.0",2,24,0,0,"SVAO","monolith"
"17.5",2,36,"1.764","15.384",218,20,2,"71.8",7,25,0,0,"SVAO","panel"
"9.6",2,38,"1.893","15.384",218,20,2,"52.2",9,12,0,0,"SVAO","panel"
15,2,15,"0.913","15.384",218,20,2,"64.0",8,12,0,0,"SVAO","panel"
"8.2",3,36,"1.237","15.384",146,11,1,"36.0",4,17,0,0,"SVAO","panel"
8,1,45,"1.908","15.384",92,17,2,"44.3",7,9,0,0,"SVAO","monolith"
"8.65",2,17,"0.272","15.384",196,5,1,"37.0",4,17,0,0,"SVAO","panel"
"9.7",2,51,"0.833","15.384",218,20,2,"38.8",8,12,0,0,"SVAO","panel"
"8.5",1,0,"1.509","15.384",146,11,1,"37.7",12,12,0,1,"SVAO","monolith"
"14.5",3,23,"0.542","15.384",92,17,2,"59.0",8,14,0,0,"SVAO","panel"
"9.3",3,17,"1.107","15.384",53,29,1,"37.8",13,14,0,0,"SVAO","panel"
8,2,52,"0.457","15.384",53,29,1,"33.0",9,12,0,0,"SVAO","block"
"7.6",2,22,"1.467","15.384",146,11,1,"38.8",7,17,0,0,"SVAO","panel"
"7.5",2,48,"0.194","15.384",1,14,1,"32.0",3,9,0,0,"SVAO","brick"
8,2,45,"1.908","15.384",11,8,2,"45.8",7,9,0,0,"SVAO","panel"
"11.5",2,36,"0.466","15.384",1,29,2,"51.6",1,16,1,0,"SVAO","panel"
"8.15",2,52,"0.457","15.384",6,29,1,"33.0",9,12,0,0,"SVAO","block"
8,2,52,"0.457","15.384",11,14,1,"32.9",9,12,0,0,"SVAO","block"
13,2,18,"0.157","15.384",1,17,2,"51.3",9,14,0,0,"SVAO","brick"
11,2,40,"0.632","15.384",3,14,2,"55.0",6,16,0,0,"SVAO","panel"
"7.5",2,37,"0.939","15.384",1,29,1,"39.0",3,12,0,0,"SVAO","panel"
"8.1",2,35,"0.558","15.384",1,14,1,"38.8",15,16,0,0,"SVAO","panel"
16,3,12,"0.75","15.384",1,29,2,"65.0",7,14,0,0,"SVAO","panel"
"7.5",2,53,"0.175","15.384",5,7,1,"32.6",8,9,0,0,"SVAO","panel"
"12.2",2,37,"0.952","15.384",9,8,2,"59.0",7,16,0,0,"SVAO","panel"
"11.5",3,12,"0.75","15.384",2,29,2,"52.0",6,14,0,0,"SVAO","panel"
"14.7",4,18,"0.157","15.384",3,17,2,"64.0",9,17,0,0,"SVAO","panel"
"7.7",2,43,"2.173","15.384",13,29,1,"38.9",5,12,0,0,"SVAO","panel"
"7.99",2,47,"0.481","15.384",1,11,1,"35.0",8,9,0,0,"SVAO","panel"
"13.1",3,13,"1.365","15.384",13,29,2,"51.7",6,14,0,0,"SVAO","monolith"
"7.68",2,43,"2.173","15.384",24,29,1,"38.9",5,12,0,0,"SVAO","panel"
"7.6",2,43,"2.173","15.384",3,17,1,"38.9",5,12,0,0,"SVAO","panel"
"8.8",3,50,"0.335","15.384",25,11,1,"34.9",5,14,0,0,"SVAO","block"
"8.2",3,39,"2.005","15.384",36,14,1,"38.0",9,16,0,0,"SVAO","panel"
"8.2",3,39,"2.005","15.384",21,5,1,"38.0",9,16,0,0,"SVAO","panel"
8,2,45,"1.816","15.384",25,11,2,"44.3",4,9,0,0,"SVAO","panel"
"12.3",2,0,"1.763","15.384",15,8,2,"65.5",15,15,0,1,"SVAO","panel"
"9.5",2,44,"1.682","15.384",22,8,2,"52.28",1,16,1,0,"SVAO","panel"
"7.8",1,51,"0.528","15.384",10,7,1,"36.0",11,12,0,0,"SVAO","block"
"9.3",3,17,"1.01","15.384",10,8,1,"38.0",2,22,0,0,"SVAO","panel"
"8.85",2,50,"1.757","15.384",1,11,2,"49.1",2,9,0,0,"SVAO","brick"
16,3,9,"0.55","15.384",9,29,2,"64.5",12,14,0,0,"SVAO","panel"
"8.999",2,52,"0.49","15.384",2,11,2,"45.0",9,12,0,0,"SVAO","block"
"7.4",2,48,"0.622","15.384",1,11,1,"32.5",5,9,0,0,"SVAO","panel"
12,4,52,"0.473","15.384",1,8,2,"45.5",6,9,0,0,"SVAO","panel"
"10.7",2,36,"1.237","15.384",1,29,2,"57.0",4,17,0,0,"SVAO","panel"
"10.5",2,12,"1.749","15.384",1,8,2,"56.4",2,14,0,0,"SVAO","panel"
8,3,50,"2.022","15.384",5,20,2,"39.5",7,14,0,0,"SVAO","block"
"10.2",2,20,"0.956","15.384",13,29,2,"50.1",1,17,1,0,"SVAO","panel"
"9.5",2,44,"1.682","15.384",9,17,2,"60.0",1,16,1,0,"SVAO","panel"
"10.3",3,51,"0.403","15.384",9,17,2,"44.0",2,9,0,0,"SVAO","panel"
7,2,22,"0.722","15.384",1,7,1,"37.8",1,17,1,0,"SVAO","monolith"
"8.99",2,51,"0.599","15.384",1,10,2,"40.0",6,14,0,0,"SVAO","block"
"10.99",2,36,"1.135","15.384",1,17,2,"57.9",4,16,0,0,"SVAO","panel"
8,2,53,"0.175","15.384",19,14,1,"33.0",2,9,0,0,"SVAO","panel"
"8.4",1,53,"1.108","15.384",1,5,1,"34.9",8,12,0,0,"SVAO","block"
9,2,16,"0.414","15.384",1,20,1,"40.1",2,14,0,0,"SVAO","panel"
"8.65",2,50,"2.917","15.384",1,14,2,"45.6",4,14,0,0,"SVAO","panel"
"10.55",1,29,"0.315","15.384",3,11,2,"51.0",2,16,0,0,"SVAO","panel"
9,2,21,"0.633","15.384",1,10,1,"38.0",16,17,0,0,"SVAO","panel"
"7.5",2,51,"0.403","15.384",1,29,1,"32.6",4,9,0,0,"SVAO","panel"
"14.5",3,23,"0.542","15.384",1,5,2,"57.8",8,14,0,0,"SVAO","panel"
"9.5",1,51,"0.081","15.384",1,20,2,"48.3",7,14,0,0,"SVAO","block"
"8.5",2,16,"1.067","15.384",1,17,1,"39.3",13,17,0,0,"SVAO","block"
9,1,41,"1.157","15.384",2,20,2,"45.0",9,12,0,0,"SVAO","panel"
9,4,54,"0.651","15.384",1,11,2,"44.0",2,9,0,0,"SVAO","monolith"
"8.5",2,14,"0.915","15.384",1,17,1,"39.0",2,18,0,0,"SVAO","monolith"
"14.5",2,13,"1.365","15.384",1,11,2,"60.2",7,14,0,0,"SVAO","monolith"
"8.3",2,45,"1.145","15.384",12,20,2,"45.0",3,9,0,0,"SVAO","panel"
"17.25",1,36,"1.573","15.384",6,14,2,"89.9",12,24,0,0,"SVAO","monolith"
"17.4",1,36,"1.573","15.384",3,8,2,"89.9",13,22,0,0,"SVAO","monolith"
8,2,45,"1.908","15.384",6,17,2,"46.5",7,9,0,0,"SVAO","panel"
"8.9",2,17,"0.272","15.384",10,7,1,"37.0",4,17,0,0,"SVAO","panel"
"12.7",1,23,"0.424","15.384",1,20,2,"57.0",4,17,0,0,"SVAO","panel"
"8.2",3,52,"0.185","15.384",2,10,1,"32.4",6,9,0,0,"SVAO","panel"
"8.7",2,50,"1.644","15.384",1,29,2,"48.0",12,12,0,1,"SVAO","block"
"15.9",2,11,"0.607","15.384",1,8,2,"64.0",6,12,0,0,"SVAO","panel"
"13.5",2,19,"0.951","15.384",1,29,2,"63.0",12,17,0,0,"SVAO","panel"
"7.599",2,50,"0.954","15.384",1,29,1,"38.0",9,14,0,0,"SVAO","block"
9,1,23,"0.542","15.384",1,8,1,"37.5",2,14,0,0,"SVAO","panel"
"6.5",1,54,"1.599","15.384",1,29,1,"33.0",1,9,1,0,"SVAO","panel"
"10.1",4,38,"1.893","15.384",1,8,2,"52.2",5,12,0,0,"SVAO","panel"
"6.49",2,51,"1.937","15.384",1,10,1,"32.5",1,9,1,0,"SVAO","panel"
"8.7",3,37,"0.463","15.384",1,20,1,"36.0",5,16,0,0,"SVAO","panel"
8,3,52,"0.53","15.384",1,14,1,"33.0",7,9,0,0,"SVAO","panel"
"7.749",2,51,"0.504","15.384",1,29,1,"34.7",1,14,1,0,"SVAO","block"
"9.22",4,3,"1.08","15.384",1,11,1,"34.8",14,18,0,0,"SVAO","monolith"
"9.17",2,3,"1.08","15.384",1,29,1,"34.8",14,18,0,0,"SVAO","monolith"
"9.9",2,50,"0.476","15.384",1,11,2,"47.0",7,14,0,0,"SVAO","panel"
"8.5",2,23,"0.523","15.384",1,8,1,"37.8",8,14,0,0,"SVAO","panel"
"6.8",3,51,"1.649","15.384",1,7,1,"33.0",9,9,0,1,"SVAO","panel"
"9.45",2,51,"0.081","15.384",1,10,2,"45.6",14,14,0,1,"SVAO","block"
"10.75",1,36,"1.573","15.384",1,8,1,"44.6",17,22,0,0,"SVAO","monolith"
"9.1",2,6,"0.441","15.384",1,8,1,"49.0",1,22,1,0,"SVAO","monolith"
"9.1",2,17,"1.01","15.384",1,20,1,"38.3",21,22,0,0,"SVAO","panel"
"7.5",2,52,"0.598","15.384",1,20,1,"34.8",2,12,0,0,"SVAO","block"
"13.48",3,3,"1.08","15.384",1,8,2,"56.0",5,18,0,0,"SVAO","monolith"
17,1,1,"1.573","15.384",1,11,2,"89.9",12,24,0,0,"SVAO","monolith"
"14.6",1,0,"1.363","15.384",1,17,2,"78.0",20,24,0,0,"SVAO","monolith"
"8.99",2,51,"0.556","15.384",1,14,2,"51.0",10,14,0,0,"SVAO","block"
"7.5",1,51,"0.5","15.384",1,10,2,"38.6",1,14,1,0,"SVAO","block"
"10.7",3,35,"2.199","15.384",1,8,2,"54.0",15,17,0,0,"SVAO","panel"
"8.6",2,17,"1.01","15.384",1,8,1,"39.0",3,22,0,0,"SVAO","panel"
"7.6",2,43,"2.173","15.384",1,8,1,"38.9",12,12,0,1,"SVAO","panel"
"7.35",2,36,"1.237","15.384",1,11,1,"37.3",1,17,1,0,"SVAO","panel"
"16.5",4,7,"0.219","15.384",1,20,2,"64.0",13,17,0,0,"SVAO","panel"
"9.2",2,45,"2.28","15.384",1,29,2,"42.2",7,9,0,0,"SVAO","panel"
"8.2",2,52,"0.55","15.384",2,11,1,"36.0",11,12,0,0,"SVAO","monolith"
"8.2",2,31,"0.309","15.384",2,11,1,"36.0",13,16,0,0,"SVAO","panel"
"8.4",2,52,"0.55","15.384",3,20,1,"36.0",3,12,0,0,"SVAO","monolith"
"12.5",3,22,"1.467","15.384",2,10,2,"52.0",6,17,0,0,"SVAO","panel"
"9.9",2,0,"1.763","15.384",1,8,1,"40.1",10,15,0,0,"SVAO","panel"
"8.5",2,50,"0.583","15.384",1,17,2,"44.9",7,14,0,0,"SVAO","block"
10,3,50,"0.954","15.384",1,20,2,"44.0",1,14,1,0,"SVAO","block"
"10.2",4,38,"1.912","15.384",1,20,2,"53.4",12,12,0,1,"SVAO","panel"
"12.2",2,15,"1.668","15.384",1,29,2,"55.0",12,14,0,0,"SVAO","monolith"
"7.3",2,36,"1.237","15.384",1,17,1,"37.0",9,17,0,0,"SVAO","panel"
"8.7",2,51,"0.636","15.384",1,29,2,"47.5",1,14,1,0,"SVAO","block"
9,2,53,"0.818","15.384",45,14,2,"39.0",6,12,0,0,"SVAO","monolith"
"11.5",3,22,"1.57","15.384",37,20,2,"56.5",14,17,0,0,"SVAO","panel"
"7.99",3,51,"0.61","15.384",1,7,1,"32.6",7,9,0,0,"SVAO","panel"
"7.7",1,39,"1.939","15.384",2,17,1,"40.0",2,12,0,0,"SVAO","panel"
"14.8",3,0,"1.509","15.384",7,11,2,"78.0",20,24,0,0,"SVAO","monolith"
"8.5",1,51,"1.002","15.384",1,29,2,"38.8",12,12,0,1,"SVAO","panel"
"7.75",2,50,"2.917","15.384",69,29,1,"39.0",14,14,0,1,"SVAO","panel"
"8.3",2,45,"1.145","15.384",69,29,2,"45.0",3,9,0,0,"SVAO","panel"
16,2,60,"0.553","1.975",1,1,1,"45.0",7,8,0,0,"CAO","brick"
"11.5",1,90,"0.684","1.975",36,1,2,"35.3",4,5,0,0,"CAO","brick"
12,2,90,"0.684","1.975",1,1,2,"44.0",1,5,1,0,"CAO","brick"
12,3,36,"0.612","1.975",1,2,1,"35.0",3,12,0,0,"CAO","panel"
20,2,69,"0.692","1.975",1,2,2,"56.2",5,10,0,0,"CAO","brick"
"10.5",2,60,"1.439","11.013",1,3,2,"56.0",4,5,0,0,"VAO","brick"
"7.05",2,59,"0.995","11.013",62,4,1,"31.0",1,8,1,0,"VAO","brick"
"11.5",1,36,"1.277","11.013",92,3,1,"43.06",13,14,0,0,"VAO","monolith"
"8.8",3,54,"1.288","11.013",196,1,1,"35.6",10,12,0,0,"VAO","block"
"8.5",3,54,"1.288","11.013",31,3,2,"37.7",9,12,0,0,"VAO","block"
"10.05",2,60,"1.386","11.013",13,3,2,"56.0",5,5,0,1,"VAO","brick"
"8.1",1,60,"1.082","11.013",1,3,2,"42.0",5,8,0,0,"VAO","brick"
"8.25",2,59,"0.995","11.013",30,3,2,"43.8",2,8,0,0,"VAO","brick"
"8.99",3,53,"1.146","11.013",2,3,2,"37.3",4,12,0,0,"VAO","block"
"9.995",2,61,"0.585","11.013",11,3,2,"52.2",1,5,1,0,"VAO","brick"
"9.8",2,54,"0.545","11.013",1,3,2,"45.1",2,9,0,0,"VAO","block"
17,1,9,"0.678","11.013",13,2,1,"54.0",10,35,0,0,"VAO","monolith"
7,3,59,"0.995","11.013",12,4,1,"31.0",1,8,1,0,"VAO","brick"
"7.9",2,47,"1.13","11.013",1,2,1,"35.1",10,14,0,0,"VAO","block"
"8.39",2,53,"1.076","11.013",1,3,2,"38.2",1,12,1,0,"VAO","block"
"9.95",2,59,"0.534","11.013",1,4,2,"41.8",5,6,0,0,"VAO","brick"
"15.3",1,36,"1.34","11.013",1,3,2,"64.0",4,19,0,0,"VAO","monolith"
"6.8",2,60,"1.096","11.013",1,3,1,"31.0",2,5,0,0,"VAO","brick"
"10.3",3,60,"0.279","11.013",1,4,2,"43.7",4,5,0,0,"VAO","brick"
"9.2",3,60,"1.121","11.013",1,2,2,"44.0",4,5,0,0,"VAO","brick"
"6.8",2,61,"1.579","11.013",1,3,1,"34.7",1,5,1,0,"VAO","brick"
"10.15",3,56,"0.564","11.013",1,2,2,"40.0",5,5,0,1,"VAO","brick"
"6.5",2,60,"1.096","11.013",1,4,1,"30.6",5,5,0,1,"VAO","brick"
"8.4",2,70,"0.755","11.013",1,4,2,"40.8",4,7,0,0,"VAO","brick"
"17.65",3,9,"0.678","11.013",1,3,1,"53.0",2,35,0,0,"VAO","monolith"
"17.7",3,9,"0.678","11.013",11,3,1,"53.0",2,37,0,0,"VAO","monolith"
"8.79",2,51,"0.624","11.013",37,1,1,"34.0",9,12,0,0,"VAO","block"
7,2,59,"0.995","11.013",12,4,1,"31.0",1,8,1,0,"VAO","brick"
7,3,59,"0.995","11.013",5,4,1,"31.0",1,8,1,0,"VAO","brick"
"9.3",3,3,"0.55","18.158",1,14,1,"37.0",6,19,0,0,"ZAO","monolith"
"8.3",1,0,"0.539","18.158",2,20,1,"39.0",2,17,0,0,"ZAO","monolith"
"12.4",3,16,"0.211","18.158",292,22,2,"58.1",17,22,0,0,"ZAO","panel"
"12.49",3,16,"1.404","18.158",292,22,2,"65.0",16,17,0,0,"ZAO","panel"
"14.5",3,3,"0.55","18.158",292,22,2,"56.6",7,20,0,0,"ZAO","monolith"
"6.9",2,42,"0.475","18.158",292,22,1,"32.4",1,9,1,0,"ZAO","panel"
"11.99",3,3,"0.55","18.158",2,13,2,"53.52",19,23,0,0,"ZAO","monolith"
8,3,0,"0.539","18.158",4,11,1,"33.0",8,23,0,0,"ZAO","monolith"
"11.89",3,0,"0.539","18.158",4,11,2,"50.0",19,23,0,0,"ZAO","monolith"
"11.99",3,3,"0.55","18.158",4,11,2,"53.52",19,23,0,0,"ZAO","monolith"
"11.99",3,3,"0.55","18.158",6,22,2,"53.52",19,23,0,0,"ZAO","monolith"
"7.75",3,0,"0.539","18.158",6,22,1,"32.0",8,23,0,0,"ZAO","monolith"
"11.99",3,3,"0.55","18.158",4,14,2,"53.52",19,23,0,0,"ZAO","monolith"
"13.066",3,3,"0.55","18.158",15,11,2,"50.0",21,22,0,0,"ZAO","monolith"
12,3,33,"0.257","18.158",146,3,2,"54.0",11,17,0,0,"ZAO","panel"
"11.5",2,18,"0.777","18.158",205,14,2,"52.0",3,15,0,0,"ZAO","panel"
"12.4",2,16,"0.211","18.158",218,11,2,"58.1",17,22,0,0,"ZAO","panel"
"12.999999",2,31,"0.466","18.158",218,11,2,"56.3",4,22,0,0,"ZAO","panel"
"8.7",2,50,"1.082","18.158",205,14,2,"37.8",8,12,0,0,"ZAO","block"
"8.39",2,7,"1.157","18.158",205,14,1,"37.7",6,17,0,0,"ZAO","panel"
"8.15",1,1,"0.724","18.158",92,11,1,"38.0",17,18,0,0,"ZAO","monolith"
"7.29",2,50,"1.082","18.158",218,11,1,"38.0",8,12,0,0,"ZAO","panel"
"12.6",1,3,"0.661","18.158",35,14,2,"60.6",4,19,0,0,"ZAO","monolith"
"10.5",2,33,"0.257","18.158",1,17,2,"54.0",5,17,0,0,"ZAO","panel"
"8.8",2,16,"1.404","18.158",1,14,1,"38.0",9,17,0,0,"ZAO","panel"
"12.5",2,16,"1.404","18.158",1,20,2,"68.9",4,17,0,0,"ZAO","panel"
"10.9",2,33,"0.257","18.158",1,11,2,"54.1",13,17,0,0,"ZAO","panel"
